Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Apartment investment and management co,AIV,"",1314940.0,8823000.0,0.011,0.0124,1267,-311748.0,-19.164585,reduction,0.8762389,Q3 2010,REAL ESTATE,13F,06/30/2021,6.14,6.81
Jaguar animal health inc,JAGX,"",5583361.0,8822000.0,0.011,0.0002,1268,5503200.0,6865.183818,addition,4.0660003,Q1 2021,HEALTH CARE,13F,06/30/2021,1.5832,1.24
51job inc adr,JOBS,"",113200.0,8804000.0,0.011,0.0027,1269,77900.0,220.679887,addition,0.1678705,Q1 2020,INDUSTRIALS,13F,06/30/2021,73.6101,69.83
Doordash  inc.,DASH,"",49300.0,8792000.0,0.011,,1270,49300.0,,new,0.0155197,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,178.33,194.79
Emcor group  inc.,EME,"",71300.0,8783000.0,0.011,0.0116,1271,-12000.0,-14.405762,reduction,0.1306904,Q2 2015,INDUSTRIALS,13F,06/30/2021,63.56,119.84
Manning & napier inc.,MN,"",1115868.0,8782000.0,0.011,0.0095,1272,-70400.0,-5.934578,reduction,6.5671863,Q3 2012,FINANCE,13F,06/30/2021,11.15,9.96
Spdr portfolio intrmdt term treasury etf,SPTI,"",270900.0,8772000.0,0.011,0.0108,1273,900.0,0.333333,addition,No Data,Q1 2019,FINANCE,13F,06/30/2021,33.0577,32.63
Lannett co.  inc,LCI,"",1877737.0,8769000.0,0.0109,0.0121,1274,28200.0,1.524706,addition,4.5305612,Q2 2019,HEALTH CARE,13F,06/30/2021,9.1615,4.53
Flowserve corporation,FLS,"",216900.0,8745000.0,0.0109,0.0251,1275,-302700.0,-58.256351,reduction,0.1664426,Q1 2020,INDUSTRIALS,13F,06/30/2021,34.95,40.19
Spdr portfolio tips etf,SPIP,"",280700.0,8741000.0,0.0109,0.0056,1276,134500.0,91.997264,addition,No Data,Q2 2020,FINANCE,13F,06/30/2021,31.0671,31.49
Zuora inc,ZUO,"",504300.0,8699000.0,0.0109,0.0065,1277,152300.0,43.267045,addition,0.4526930,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,14.0811,15.96
Compania cervecerias unidas s.a. adr,CCU,"",430865.0,8678000.0,0.0108,0.0112,1278,-78600.0,-15.427949,reduction,N/A,Q3 2011,CONSUMER STAPLES,13F,06/30/2021,17.46,20.03
Embraer s.a. adr,ERJ,"",573100.0,8677000.0,0.0108,0.0256,1279,-1484800.0,-72.151222,reduction,0.3095892,Q1 2015,INDUSTRIALS,13F,06/30/2021,8.45,15.75
Ptc therapeutics inc,PTCT,"",205010.0,8666000.0,0.0108,0.0113,1280,13810.0,7.222803,addition,0.2909763,Q1 2021,HEALTH CARE,13F,06/30/2021,47.0078,40.01
Fonar corp.,FONR,"",489816.0,8660000.0,0.0108,0.0111,1281,-3000.0,-0.608746,reduction,7.4733034,Q4 2006,HEALTH CARE,13F,06/30/2021,41.88,16.95
Intelligent systems corp,INS,"",274697.0,8642000.0,0.0108,0.0122,1282,35700.0,14.937426,addition,3.0926163,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,33.2871,35.22
Q2 holdings inc,QTWO,"",84100.0,8627000.0,0.0108,0.0257,1283,-122000.0,-59.194566,reduction,0.1493642,Q3 2020,COMMUNICATIONS,13F,06/30/2021,100.2,80.31
Sierra bancorp,BSRR,"",338231.0,8608000.0,0.0107,0.0116,1284,-9000.0,-2.591934,reduction,2.1947713,Q1 2014,FINANCE,13F,06/30/2021,23.76,24.52
Api group corp,APG,"",411800.0,8603000.0,0.0107,,1285,411800.0,,new,0.2045884,Q2 2021,INDUSTRIALS,13F,06/30/2021,20.89,22.26
Retail opportunity investments corp,ROIC,"",485300.0,8570000.0,0.0107,0.009,1286,27700.0,6.053322,addition,0.4085783,Q3 2018,REAL ESTATE,13F,06/30/2021,16.8868,17.47
Aramark,ARMK,"",229700.0,8556000.0,0.0107,0.0028,1287,170900.0,290.646259,addition,0.0900991,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,37.3857,35.4
Spdr bloomberg barclays investment grade,FLRN,"",279000.0,8551000.0,0.0107,0.0028,1288,206800.0,286.426593,addition,No Data,Q4 2017,FINANCE,13F,06/30/2021,30.6474,30.63
Teekay corp.,TK,"",2296275.0,8542000.0,0.0107,0.0092,1289,-21100.0,-0.910513,reduction,2.2710912,Q1 2018,ENERGY,13F,06/30/2021,4.65,2.79
Lpl financial holdings inc,LPLA,"",63254.0,8538000.0,0.0107,,1290,63254.0,,new,0.0791237,Q4 2020,FINANCE,13F,06/30/2021,134.98,146.39
2u  inc,TWOU,"",204700.0,8530000.0,0.0106,0.0035,1291,132000.0,181.568088,addition,0.2751174,Q2 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,40.4483,37.34
Sanmina corp.,SANM,"",218607.0,8517000.0,0.0106,0.0304,1292,-371500.0,-62.954684,reduction,0.3358239,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2021,27.63,38.48
Bruker corp,BRKR,"",111910.0,8503000.0,0.0106,0.0027,1293,78400.0,233.960012,addition,0.0738577,Q1 2020,HEALTH CARE,13F,06/30/2021,72.4766,82.92
Corning inc.,GLW,"",207816.0,8500000.0,0.0106,,1294,207816.0,,new,0.0244100,Q2 2021,MATERIALS,13F,06/30/2021,40.9,40.31
Levi strauss & co,LEVI,"",306100.0,8485000.0,0.0106,0.0065,1295,87300.0,39.899452,addition,0.3676225,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,24.9966,28.06
Owens-il inc,OI,"",516962.0,8442000.0,0.0105,0.0128,1296,-180438.0,-25.872957,reduction,0.3273733,Q4 2020,MATERIALS,13F,06/30/2021,14.04,14.79
Manhattan associates  inc.,MANH,"",58260.0,8438000.0,0.0105,0.0097,1297,-8200.0,-12.338249,reduction,0.0915788,Q1 2010,INFORMATION TECHNOLOGY,13F,06/30/2021,73.8,157.24
Zix corp.,ZIXI,"",1196599.0,8436000.0,0.0105,0.0102,1298,112500.0,10.377281,addition,2.1020676,Q3 2012,COMMUNICATIONS,13F,06/30/2021,4.8032,7.29
Titan machinery inc,TITN,"",272632.0,8435000.0,0.0105,0.012,1299,-105368.0,-27.875132,reduction,1.2105887,Q4 2016,INDUSTRIALS,13F,06/30/2021,15.12,28.95
Belden inc,BDC,"",166794.0,8435000.0,0.0105,0.0084,1300,15194.0,10.022427,addition,0.3728171,Q4 2018,INDUSTRIALS,13F,06/30/2021,44.2167,55.4
Eagle pharmaceuticals inc,EGRX,"",196879.0,8426000.0,0.0105,0.0106,1301,-7800.0,-3.810845,reduction,1.5018193,Q3 2019,HEALTH CARE,13F,06/30/2021,52.3,48.77
Cirrus logic inc,CRUS,"",98820.0,8412000.0,0.0105,0.0329,1302,-213000.0,-68.30864,reduction,0.1717850,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,84.79,79.85
China yuchai international ltd.,CYD,"",524393.0,8411000.0,0.0105,0.0116,1303,-75414.0,-12.573044,reduction,1.2834433,Q3 2015,INDUSTRIALS,13F,06/30/2021,14.84,14.99
Commerce bancshares  inc. (commerce trust co.  kansas city  mo),CBSH,"",112606.0,8396000.0,0.0105,0.0043,1304,67100.0,147.453083,addition,0.0962159,Q3 2015,FINANCE,13F,06/30/2021,69.2054,70.28
Inspire medical systems inc,INSP,"",43439.0,8395000.0,0.0105,,1305,43439.0,,new,0.1596228,Q2 2019,HEALTH CARE,13F,06/30/2021,193.26,188.73
Evolent health inc,EVH,"",396499.0,8374000.0,0.0105,0.0054,1306,182800.0,85.540878,addition,0.4561094,Q4 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,19.6271,23.84
Tutor perini corp.,TPC,"",604580.0,8373000.0,0.0105,0.0186,1307,-182900.0,-23.225987,reduction,1.1869030,Q2 2020,INDUSTRIALS,13F,06/30/2021,11.88,14.34
Travelzoo,TZOO,"",565191.0,8342000.0,0.0104,0.0111,1308,33400.0,6.280663,addition,4.9171933,Q2 2012,COMMUNICATIONS,13F,06/30/2021,11.2222,12.85
Hutchmed (china) ltd,HCM,"",212352.0,8339000.0,0.0104,0.0078,1309,-9100.0,-4.109243,reduction,0.1426108,Q1 2017,HEALTH CARE,13F,06/30/2021,22.67,41.15
Prosperity bancshares inc,PB,"",115972.0,8327000.0,0.0104,0.0104,1310,3900.0,3.479906,addition,0.1247829,Q1 2021,FINANCE,13F,06/30/2021,74.7861,70.26
Mcafee corp.,MCFE,"",297100.0,8325000.0,0.0104,,1311,297100.0,,new,0.1797104,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,28.02,26.39
Wintrust financial corp.,WTFC,"",109554.0,8286000.0,0.0103,,1312,109554.0,,new,0.1920663,Q2 2021,FINANCE,13F,06/30/2021,75.63,74.29
Natural grocers by vitamin cottage  inc.,NGVC,"",769215.0,8261000.0,0.0103,0.0148,1313,90100.0,13.267267,addition,3.4026020,Q2 2015,CONSUMER STAPLES,13F,06/30/2021,13.4592,11.47
Atlanticus holdings corp,ATLC,"",208008.0,8258000.0,0.0103,0.0074,1314,12400.0,6.339209,addition,1.2500280,Q4 2015,FINANCE,13F,06/30/2021,11.0934,45.86
Superior industries international inc.,SUP,"",957609.0,8255000.0,0.0103,0.0072,1315,-55859.0,-5.511669,reduction,3.6905690,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,3.59,8.32
First northwest bancorp,FNWB,"",470005.0,8249000.0,0.0103,0.009,1316,33800.0,7.74865,addition,4.5993797,Q4 2015,FINANCE,13F,06/30/2021,15.8052,18.68
Dover corp.,DOV,"",54600.0,8223000.0,0.0103,,1317,54600.0,,new,0.0379358,Q2 2021,INDUSTRIALS,13F,06/30/2021,150.6,171.64
Health catalyst inc,HCAT,"",148069.0,8219000.0,0.0103,0.0092,1318,-9408.0,-5.974206,reduction,0.3325843,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,46.77,52.47
Spdr s&p health care etf,XLV,"",65200.0,8212000.0,0.0103,0.0053,1319,29000.0,80.110497,addition,No Data,Q1 2017,HEALTH CARE,13F,06/30/2021,120.8365,133.69
Core-mark holding co inc,CORE,"",181700.0,8178000.0,0.0102,0.0113,1320,-54100.0,-22.943172,reduction,0.4023142,Q2 2018,CONSUMER STAPLES,13F,06/30/2021,27.42,44.01
Alto ingredients inc,ALTO,"",1337364.0,8171000.0,0.0102,0.0227,1321,-2019501.0,-60.160328,reduction,1.8393704,Q2 2017,ENERGY,13F,06/30/2021,1.82,4.83
Endava plc,DAVA,"",71663.0,8125000.0,0.0101,0.0076,1322,0.0,0.0,,0.2077320,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,40.51,138.31
Aptargroup  inc.,ATR,"",57300.0,8070000.0,0.0101,,1323,57300.0,,new,0.0871948,Q2 2021,MATERIALS,13F,06/30/2021,140.84,133.05
Natural alternatives international inc.,NAII,"",478198.0,8048000.0,0.01,0.0092,1324,-3000.0,-0.623444,reduction,7.4497529,Q3 2006,CONSUMER STAPLES,13F,06/30/2021,9.84,18.85
Acme united corp.,ACU,"",179895.0,8016000.0,0.01,0.0085,1325,6992.0,4.043886,addition,5.1641626,Q1 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,20.7623,38.41
Brown-forman corp. class a,BF.A,"",113576.0,8007000.0,0.01,0.0115,1326,-31400.0,-21.658757,reduction,0.0671504,Q1 2005,CONSUMER STAPLES,13F,06/30/2021,26.12,65.5
On24 inc.,ONTF,"",225400.0,7997000.0,0.01,,1327,225400.0,,new,0.4861139,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,35.48,21.98
Tonix pharmaceuticals holding corp,TNXP,"",7203677.0,7996000.0,0.01,0.0135,1328,-1250687.0,-14.79339,reduction,2.1878290,Q4 2020,HEALTH CARE,13F,06/30/2021,1.26,0.68
Public service enterprise group inc,PEG,"",133500.0,7975000.0,0.01,,1329,133500.0,,new,0.0264106,Q2 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,59.74,64.72
Foresight autonomous holdings ltd adr,FRSX,"",1876400.0,7975000.0,0.01,0.0095,1330,652200.0,53.275609,addition,2.9102931,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,5.5548,3.32
Quotient technology inc,QUOT,"",737536.0,7973000.0,0.01,0.0135,1331,72512.0,10.903667,addition,0.7899709,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2021,8.5378,7.66
Willscot corp,WSC,"",285894.0,7968000.0,0.0099,0.0208,1332,-315800.0,-52.48515,reduction,0.1260409,Q1 2018,FINANCE,13F,06/30/2021,23.78,27.68
West bancorporation inc,WTBA,"",286052.0,7938000.0,0.0099,0.0092,1333,-21000.0,-6.839232,reduction,1.7279049,Q1 2011,FINANCE,13F,06/30/2021,19.0,31.22
Eventbrite inc,EB,"",417500.0,7933000.0,0.0099,,1334,417500.0,,new,0.5574951,Q2 2021,COMMUNICATIONS,13F,06/30/2021,19.0,17.69
Editas medicine inc,EDIT,"",140000.0,7930000.0,0.0099,0.0238,1335,-315927.0,-69.29333,reduction,0.2064092,Q4 2019,HEALTH CARE,13F,06/30/2021,42.0,62.66
Uxin ltd,UXIN,"",2059437.0,7929000.0,0.0099,0.003,1336,-10963.0,-0.529511,reduction,0.7295573,Q4 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,1.17,3.21
Manchester united ltd class a,MANU,"",521300.0,7919000.0,0.0099,0.016,1337,-295000.0,-36.138675,reduction,1.2058315,Q3 2014,INDUSTRIALS,13F,06/30/2021,17.27,17.01
Stepan co,SCL,"",65800.0,7914000.0,0.0099,0.0091,1338,8400.0,14.634146,addition,N/A,Q1 2013,MATERIALS,13F,06/30/2021,74.0098,114.32
Cae inc,CAE,"",257146.0,7913000.0,0.0099,0.0132,1339,-116100.0,-31.105491,reduction,0.0876296,Q4 2006,INDUSTRIALS,13F,06/30/2021,28.49,28.77
Seaworld entertainment  inc.,SEAS,"",158400.0,7910000.0,0.0099,0.0193,1340,-154105.0,-49.312811,reduction,0.2003486,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,27.14,52.97
Vaneck vect gold miners etf,GDX,"",232300.0,7894000.0,0.0099,0.0143,1341,-120500.0,-34.155329,reduction,No Data,Q3 2015,FINANCE,13F,06/30/2021,32.75,32.82
Selectquote  inc.,SLQT,"",409500.0,7887000.0,0.0098,,1342,409500.0,,new,0.2506276,Q2 2021,FINANCE,13F,06/30/2021,19.26,13.7
Farmer brothers co,FARM,"",621300.0,7884000.0,0.0098,0.0089,1343,-66300.0,-9.642234,reduction,3.4860124,Q2 2006,CONSUMER STAPLES,13F,06/30/2021,14.64,8.59
Tim s.p.a,TIIAY,"",681596.0,7852000.0,0.0098,0.0116,1344,-140062.0,-17.046265,reduction,N/A,Q4 2020, ,13F,06/30/2021,,
Brookfield renewable partners lp,BEP,"",203417.0,7850000.0,0.0098,0.0061,1345,88865.0,77.576123,addition,0.0739997,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,40.8394,38.44
Ishares 3-7 year treasury bond etf,IEI,"",59800.0,7806000.0,0.0097,,1346,59800.0,,new,No Data,Q1 2019,FINANCE,13F,06/30/2021,130.53,131.2
Healthpeak properties inc,PEAK,"",234400.0,7803000.0,0.0097,,1347,234400.0,,new,0.0434933,Q1 2020,REAL ESTATE,13F,06/30/2021,33.29,35.83
Garmin ltd,GRMN,"",53942.0,7802000.0,0.0097,0.0202,1348,-69200.0,-56.195287,reduction,0.0280736,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,95.94,167.52
World fuel services corp.,INT,"",245600.0,7793000.0,0.0097,0.0017,1349,206300.0,524.936387,addition,0.3883923,Q4 2018,ENERGY,13F,06/30/2021,31.89,34.15
Ellington residential mortgage reit,EARN,"",661700.0,7788000.0,0.0097,0.0119,1350,-116000.0,-14.915777,reduction,5.3606979,Q4 2013,REAL ESTATE,13F,06/30/2021,13.77,11.39
Impinj inc,PI,"",150900.0,7785000.0,0.0097,0.015,1351,-61700.0,-29.021637,reduction,0.6268722,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,42.69,50.0
Essa bancorp inc,ESSA,"",474905.0,7784000.0,0.0097,0.0095,1352,-2800.0,-0.586136,reduction,4.4519279,Q1 2011,FINANCE,13F,06/30/2021,13.53,16.5
Northeast bancorp  inc. (me),NBN,"",260445.0,7779000.0,0.0097,0.0075,1353,31700.0,13.858226,addition,2.8947983,Q4 2016,FINANCE,13F,06/30/2021,22.308,34.89
Meritor inc. (noblitt-sparks industries - arvin industries  inc.),MTOR,"",332000.0,7775000.0,0.0097,0.0051,1354,191800.0,136.804565,addition,0.4574133,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,25.8862,25.55
Umpqua holdings corp.,UMPQ,"",421278.0,7773000.0,0.0097,0.0108,1355,-75600.0,-15.215002,reduction,N/A,Q4 2014,FINANCE,13F,06/30/2021,16.7,20.11
Kratos defense & security solutions inc,KTOS,"",272499.0,7763000.0,0.0097,0.0058,1356,103000.0,60.76732,addition,0.2201301,Q1 2021,INDUSTRIALS,13F,06/30/2021,27.7374,22.26
Postal realty trust inc,PSTL,"",425150.0,7755000.0,0.0097,0.0035,1357,260200.0,157.744771,addition,3.1861678,Q2 2020,REAL ESTATE,13F,06/30/2021,17.3515,19.96
Albertsons companies  inc.,ACI,"",393800.0,7742000.0,0.0097,,1358,393800.0,,new,0.0844133,Q2 2021,CONSUMER STAPLES,13F,06/30/2021,19.66,29.85
El pollo loco holdings inc,LOCO,"",422500.0,7728000.0,0.0096,0.0106,1359,-105100.0,-19.920394,reduction,1.1582489,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2021,13.33,17.95
Sfl corporation ltd,SFL,"",1002097.0,7666000.0,0.0096,0.0078,1360,221132.0,28.315225,addition,0.7821240,Q1 2017,ENERGY,13F,06/30/2021,11.6558,7.15
Univar solutions inc,UNVR,"",314402.0,7665000.0,0.0096,0.0026,1361,215800.0,218.859658,addition,0.1853926,Q3 2020,MATERIALS,13F,06/30/2021,22.2443,23.76
Liberty media corp series a,FWONA,"",179762.0,7663000.0,0.0096,0.0148,1362,-131697.0,-42.283896,reduction,0.6957663,Q1 2013,COMMUNICATIONS,13F,06/30/2021,35.67,42.4
Richardson electronics  inc.,RELL,"",919071.0,7637000.0,0.0095,0.0071,1363,20393.0,2.269222,addition,8.2719190,Q2 2006,INFORMATION TECHNOLOGY,13F,06/30/2021,7.3517,7.8
Affiliated managers group inc,AMG,"",49400.0,7618000.0,0.0095,0.0024,1364,36286.0,276.69666,addition,0.1186454,Q2 2018,FINANCE,13F,06/30/2021,142.1446,169.2
Veritiv corp,VRTV,"",124000.0,7616000.0,0.0095,0.0174,1365,-204800.0,-62.287105,reduction,0.7915938,Q1 2019,MATERIALS,13F,06/30/2021,24.62,83.91
U.s. physical therapy  inc.,USPH,"",65623.0,7604000.0,0.0095,0.0152,1366,-51400.0,-43.922989,reduction,0.5088406,Q3 2005,HEALTH CARE,13F,06/30/2021,45.67,111.77
Rexford industrial realty inc,REXR,"",133500.0,7603000.0,0.0095,0.0098,1367,-22300.0,-14.313222,reduction,0.0995877,Q4 2015,REAL ESTATE,13F,06/30/2021,47.85,61.49
Iterum therapeutics plc,ITRM,"",3289300.0,7598000.0,0.0095,,1368,3289300.0,,new,1.8361743,Q4 2020,HEALTH CARE,13F,06/30/2021,2.31,0.697
Adams resources & energy inc,AE,"",274365.0,7597000.0,0.0095,0.0095,1369,2127.0,0.781302,addition,N/A,Q1 2006,ENERGY,13F,06/30/2021,38.6543,29.01
Innodata isogen inc.,INOD,"",1082790.0,7580000.0,0.0095,0.0084,1370,5983.0,0.555624,addition,4.1144420,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,2.3359,7.99
Masonite international corp,DOOR,"",67800.0,7579000.0,0.0095,0.0208,1371,-77200.0,-53.241379,reduction,0.2767256,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,59.79,122.77
Arcus biosciences inc,RCUS,"",275700.0,7571000.0,0.0095,0.009,1372,18800.0,7.318023,addition,0.3883325,Q1 2021,HEALTH CARE,13F,06/30/2021,28.0377,27.37
Keysight technologies inc,KEYS,"",49000.0,7566000.0,0.0094,0.0628,1373,-303000.0,-86.079545,reduction,0.0263449,Q2 2015,HEALTH CARE,13F,06/30/2021,130.85,166.1
Select medical holdings corp,SEM,"",178900.0,7560000.0,0.0094,0.0126,1374,-118900.0,-39.926125,reduction,0.1326770,Q1 2018,HEALTH CARE,13F,06/30/2021,34.1,35.33
Sun communities  inc.,SUI,"",44100.0,7559000.0,0.0094,0.0119,1375,-19795.0,-30.980515,reduction,0.0394353,Q4 2015,REAL ESTATE,13F,06/30/2021,100.27,197.69
Poshmark inc,POSH,"",158200.0,7552000.0,0.0094,,1376,158200.0,,new,1.0263151,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,47.74,27.85
Pra group inc,PRAA,"",196211.0,7548000.0,0.0094,0.0119,1377,-62500.0,-24.158231,reduction,0.4284097,Q2 2018,FINANCE,13F,06/30/2021,32.7,39.4
Horizon bancorp (in),HBNC,"",432741.0,7543000.0,0.0094,0.0125,1378,-109900.0,-20.252801,reduction,0.9846393,Q1 2013,FINANCE,13F,06/30/2021,14.88,18.2
Graphic packaging holding company,GPK,"",415662.0,7540000.0,0.0094,0.017,1379,-338356.0,-44.87373,reduction,0.1462560,Q2 2019,MATERIALS,13F,06/30/2021,18.16,19.37
Ingredion inc.,INGR,"",83300.0,7539000.0,0.0094,0.0126,1380,-29100.0,-25.88968,reduction,0.1243739,Q1 2021,MATERIALS,13F,06/30/2021,89.92,88.35
Godaddy inc,GDDY,"",86400.0,7513000.0,0.0094,0.0494,1381,-424700.0,-83.095285,reduction,0.0514969,Q4 2015,COMMUNICATIONS,13F,06/30/2021,53.0,71.3
Brookfield property reit inc,BPYU,"",397672.0,7512000.0,0.0094,0.0055,1382,153571.0,62.912893,addition,1.0370555,Q1 2021,REAL ESTATE,13F,06/30/2021,18.313,
Trimas corp.,TRS,"",247570.0,7509000.0,0.0094,0.0073,1383,53600.0,27.633139,addition,0.5735617,Q1 2016,INDUSTRIALS,13F,06/30/2021,28.7238,31.92
Iac/interactivecorp,IAC,"",48538.0,7483000.0,0.0093,,1384,48538.0,,new,No Data,Q2 2021,COMMUNICATIONS,13F,06/30/2021,154.17,124.28
Liberty braves group series a,BATRA,"",264800.0,7473000.0,0.0093,0.0099,1385,-13100.0,-4.713926,reduction,2.5676445,Q1 2017,COMMUNICATIONS,13F,06/30/2021,25.19,26.34
Cenovus energy inc,CVE,"",781994.0,7473000.0,0.0093,0.0021,1386,561200.0,254.173574,addition,0.0387621,Q4 2011,ENERGY,13F,06/30/2021,8.493,8.22
Arc document solutions inc,ARC,"",3472410.0,7466000.0,0.0093,0.0092,1387,-32574.0,-0.929362,reduction,8.1307990,Q2 2011,INDUSTRIALS,13F,06/30/2021,4.51,2.64
Urban outfitters inc.,URBN,"",181000.0,7461000.0,0.0093,,1388,181000.0,,new,0.1840523,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,41.22,37.94
Pcsb financial corp,PCSB,"",410482.0,7458000.0,0.0093,0.009,1389,-26500.0,-6.064323,reduction,2.5709410,Q3 2017,FINANCE,13F,06/30/2021,17.59,18.68
Kulicke & soffa industries inc.,KLIC,"",121828.0,7456000.0,0.0093,0.0226,1390,-247500.0,-67.013603,reduction,0.1963273,Q4 2010,INFORMATION TECHNOLOGY,13F,06/30/2021,18.38,64.22
Cemig-companhia energetica minas gerais adr,CIG,"",3128424.0,7446000.0,0.0093,0.0049,1391,1380172.0,78.945827,addition,0.2775085,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,2.4191,2.15
Healthcare services group inc,HCSG,"",235664.0,7440000.0,0.0093,0.0076,1392,18400.0,8.468959,addition,0.3153919,Q1 2019,INDUSTRIALS,13F,06/30/2021,28.3248,27.1
Dell technologies inc,DELL,"",74577.0,7433000.0,0.0093,,1393,74577.0,,new,0.0268661,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,99.67,100.03
Navios maritime holdings inc,NM,"",814034.0,7432000.0,0.0093,0.0092,1394,-27800.0,-3.302314,reduction,5.1260515,Q4 2015,TRANSPORTS,13F,06/30/2021,290.96,3.58
Gencor industries inc,GENC,"",610540.0,7424000.0,0.0093,0.0095,1395,42880.0,7.553817,addition,4.9644110,Q2 2008,INDUSTRIALS,13F,06/30/2021,11.974,11.88
Jeld-wen holding inc,JELD,"",282600.0,7421000.0,0.0093,0.0113,1396,-45917.0,-13.977054,reduction,0.2821362,Q1 2019,INDUSTRIALS,13F,06/30/2021,24.38,29.4
Icl group ltd,ICL,"",1078791.0,7401000.0,0.0092,0.0077,1397,13915.0,1.306725,addition,0.0840081,Q2 2015,MATERIALS,13F,06/30/2021,4.4219,7.38
Bel fuse  inc. class b,BELFB,"",511551.0,7366000.0,0.0092,0.0118,1398,35800.0,7.524945,addition,5.0163852,Q3 2005,INFORMATION TECHNOLOGY,13F,06/30/2021,25.3556,14.47
Bank of marin bancorp,BMRC,"",230411.0,7350000.0,0.0092,0.0093,1399,39400.0,20.627084,addition,1.7654292,Q2 2013,FINANCE,13F,06/30/2021,21.4712,36.11
Aspen aerogels inc,ASPN,"",245151.0,7335000.0,0.0092,0.0105,1400,-169800.0,-40.920494,reduction,0.8647219,Q3 2015,ENERGY,13F,06/30/2021,5.32,35.18
Corporate office properties trust,OFC,"",262000.0,7333000.0,0.0092,0.0087,1401,-3100.0,-1.16937,reduction,0.2332495,Q4 2014,REAL ESTATE,13F,06/30/2021,26.3,28.3
Hingham institution for savings,HIFS,"",25219.0,7326000.0,0.0091,0.0089,1402,0.0,0.0,,1.1974834,Q1 2015,FINANCE,13F,06/30/2021,171.12,302.26
Comstock resources inc.,CRK,"",1097579.0,7321000.0,0.0091,0.0005,1403,1031479.0,1560.482602,addition,0.4722594,Q2 2020,ENERGY,13F,06/30/2021,6.6019,5.66
Friedman industries  inc.,FRD,"",546218.0,7319000.0,0.0091,0.0056,1404,-12300.0,-2.202257,reduction,7.9094982,Q4 2005,MATERIALS,13F,06/30/2021,8.15,13.49
Archer-daniels-midland co.,ADM,"",120700.0,7314000.0,0.0091,,1405,120700.0,,new,0.0216036,Q2 2021,CONSUMER STAPLES,13F,06/30/2021,60.6,62.4
First business financial services inc,FBIZ,"",269965.0,7308000.0,0.0091,0.0068,1406,48600.0,21.95469,addition,3.1505008,Q1 2014,FINANCE,13F,06/30/2021,22.6339,28.76
Orasure technologies inc,OSUR,"",719503.0,7296000.0,0.0091,0.0094,1407,70000.0,10.777471,addition,0.9998645,Q3 2007,HEALTH CARE,13F,06/30/2021,8.7769,10.87
Marchex inc,MCHX,"",2381566.0,7288000.0,0.0091,0.0086,1408,-78220.0,-3.179951,reduction,6.4858396,Q3 2008,COMMUNICATIONS,13F,06/30/2021,4.07,3.0
Exlservice holdings inc,EXLS,"",68200.0,7247000.0,0.009,0.0136,1409,-52624.0,-43.554261,reduction,0.2038397,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,63.55,120.13
Washington trust bancorp  inc.,WASH,"",140800.0,7230000.0,0.009,0.011,1410,-30400.0,-17.757009,reduction,0.8133410,Q3 2011,FINANCE,13F,06/30/2021,39.72,52.07
The joint corp,JYNT,"",85278.0,7157000.0,0.0089,0.0059,1411,-13400.0,-13.579521,reduction,0.5994222,Q4 2017,HEALTH CARE,13F,06/30/2021,15.01,95.81
